"class",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110
1,0.0609,0.0582,0.057,0.0522,0.051,0.0519,0.0521,0.0516,0.0506,0.0851,0.0793,0.0986,0.1118,0.1113,0.12,0.1262,0.0731,0.0701,0.0675,0.0644,0.0618,0.0598,0.0582,0.0569,0.0556,0.0615,0.0651,0.0718,0.0798,0.0861,0.0929,0.0995,-0.0243,-0.0238,-0.021,-0.0245,-0.0214,-0.0157,-0.0124,-0.0107,-0.0101,0.0472,0.0285,0.0536,0.064,0.0503,0.0542,0.0533,1,1.0257,1.0009,1.0239,0.9999,0.4043,3.8121,2.1405,10.47,-0.1596,0.895,3.4979,-1.1161,6.9479,-2.2163,1.2073,0.7687,33.522,9.5812,1.2961,0.9334,-0.225,9.9256,-0.6383,0.0037,1,0.2621,0.5,29.107,-0.0003,-0.0005,0,-0.0065,-0.0001,0.0005,0,0.0059,0.007,0.0087,0.0001,0.0051,0.0002,0.9653,0.4074,-0.2167,-0.2921,0.0292,15.746,0,1,0,0.0741,0.3555,-0.0018,0.4266,0.5876,50,50,50,1.6129,0,0
1,0.0417,0.0404,0.0398,0.0372,0.0363,0.0361,0.0354,0.0337,0.0376,0.0402,0.041,0.0372,0.0321,0.0278,0.0257,0.035,0.046,0.0449,0.0439,0.0425,0.0413,0.0403,0.0393,0.0382,0.0381,0.0385,0.039,0.0386,0.0373,0.0354,0.0335,0.0338,-0.0086,-0.0089,-0.0082,-0.0107,-0.0099,-0.0084,-0.0077,-0.0089,-0.0009,0.0034,0.004,-0.0029,-0.0104,-0.0152,-0.0155,0.0024,0.9722,1.0367,1.0009,1.0363,1.0009,-0.6771,2.1667,1.1416,3.6809,0.3764,1.0086,0.2552,-0.1986,5.1582,-4.0141,2.8073,0.6411,2.8541,11.183,1.3904,0.9496,-0.129,1.1143,-0.5634,0.0032,1,0.7681,0.0078,17.107,0.0006,0.0028,0.0001,0.0007,0,0.0007,0,0.0039,0.0018,0.0087,0,0.0055,0,0.9151,2.8121,1.0496,0.5315,0.7542,11.362,1,1.6285,0.3016,0.1904,1.5032,-0.0009,0.3866,0.7421,62.764,54.854,78.584,0.1438,23.73,15.82
1,0.0417,0.0404,0.0398,0.0372,0.0363,0.0361,0.0354,0.0337,0.0376,0.0402,0.041,0.0372,0.0321,0.0278,0.0257,0.035,0.046,0.0449,0.0439,0.0425,0.0413,0.0403,0.0393,0.0382,0.0381,0.0385,0.039,0.0386,0.0373,0.0354,0.0335,0.0338,-0.0086,-0.0089,-0.0082,-0.0107,-0.0099,-0.0084,-0.0077,-0.0089,-0.0009,0.0034,0.004,-0.0029,-0.0104,-0.0152,-0.0155,0.0024,1,1.0376,1.0009,1.0376,1.0012,0.0613,2.6328,1.3987,4.5915,0.2183,0.6656,1.2449,-0.1986,9.8153,-1.5659,2.5447,0.6932,6.3543,5.1044,1.2691,0.9569,-0.16,1.71,-0.2198,0.0046,1,0.7091,0.002,20.015,0.0007,0.002,0.0001,-0.0001,0,0.0003,0,0.0048,0.002,0.0101,0,0.0064,0,1.88,0.825,-0.4254,-0.3546,0.7542,18.327,0,1,0,0.027,2.3181,-0.0023,0.5268,0.7541,63.113,54.97,79.4,0.2736,24.43,16.286
1,0.1542,0.1525,0.1494,0.1453,0.1396,0.1328,0.1123,0.0918,0.0835,0.0912,0.105,0.1273,0.1306,0.1253,0.1245,0.1281,0.1623,0.1603,0.1581,0.1556,0.1524,0.1485,0.1412,0.1314,0.1218,0.1157,0.1135,0.1163,0.1192,0.1204,0.1212,0.1226,-0.016,-0.0156,-0.0174,-0.0205,-0.0255,-0.0314,-0.0578,-0.079,-0.0765,-0.0489,-0.0171,0.0221,0.0229,0.0099,0.0066,0.011,1,1.0168,0.9867,1.0128,1.0014,-0.5848,2.5338,-0.3552,1.5772,0.3913,1.8286,0.3054,-1.1061,1.4523,-5.2599,1.3368,0.6274,4.3115,14.117,1.0043,0.3978,-139,0.0187,-8.5015,0.002,0.6878,0.0071,0.5,102.94,0.0002,0.0032,0.0001,0.0027,0.0001,0.0002,0,0.0012,0.0007,0.0035,0.0001,0.0015,0.0001,0.4332,1.7858,0.6636,0.6438,0.05,16.782,0,1,0,0.0049,0.0099,-0.0005,0.0235,1.7231,50,50,50,1.3029,0,0
1,-0.0138,-0.0069,-0.0022,-0.0033,-0.0025,0.0005,0.0085,0.0186,0.0224,0.021,0.0158,0.0131,0.0132,0.0195,0.0298,0.0488,-0.0168,-0.0148,-0.0123,-0.0105,-0.0089,-0.007,-0.0039,0.0006,0.005,0.0082,0.0097,0.0104,0.0109,0.0126,0.0161,0.0226,0.0061,0.0159,0.0203,0.0145,0.0128,0.0151,0.0248,0.0361,0.0348,0.0257,0.0122,0.0054,0.0045,0.0137,0.0275,0.0523,0.9114,1.0617,0.9867,1.0617,1.0012,-0.6409,2.9112,-0.7746,2.3407,-0.27,1.3992,0.8435,-0.6264,2.1371,-1.5871,1.3005,0.8118,7.1129,8.4329,2.1429,0.8435,-0.1369,8.129,-1.3194,0.002,0.871,0.8314,0.0625,98.339,0.0003,0.0023,0.0002,0.0016,0.0001,0.0001,0,0.0044,0.0038,0.0064,0.0001,0.0049,0.0001,0.3857,0.7535,0.2898,0.5528,0.65,27.564,2,0.3639,0.052,0.0217,0.1862,-0.0005,0.0373,1.7042,72.868,59.69,99.225,1.1129,39.535,26.357
1,-0.0138,-0.0069,-0.0022,-0.0033,-0.0025,0.0005,0.0085,0.0186,0.0224,0.021,0.0158,0.0131,0.0132,0.0195,0.0298,0.0488,-0.0168,-0.0148,-0.0123,-0.0105,-0.0089,-0.007,-0.0039,0.0006,0.005,0.0082,0.0097,0.0104,0.0109,0.0126,0.0161,0.0226,0.0061,0.0159,0.0203,0.0145,0.0128,0.0151,0.0248,0.0361,0.0348,0.0257,0.0122,0.0054,0.0045,0.0137,0.0275,0.0523,0.9304,1.0622,0.9867,1.0617,1.0011,-0.5939,2.8908,-1.0062,2.6797,-0.2857,1.4046,0.7324,-0.6264,1.9371,-1.6569,1.194,0.8785,9.9854,13.634,1.3836,0.8089,-0.4981,3.8304,-2.6051,0.002,0.8678,0.7244,0.0313,152.3,0.0002,0.0019,0.0001,0.0017,0.0001,0.0001,0,0.0047,0.004,0.0064,0.0001,0.0054,0.0001,0.7263,0.8294,0.032,0.0409,0.65,40.341,2,1.4891,0.2155,0.2309,1.4339,-0.0005,0.8001,1.5683,72.779,59.66,99.016,1.0088,39.356,26.237
1,-0.0138,-0.0069,-0.0022,-0.0033,-0.0025,0.0005,0.0085,0.0186,0.0224,0.021,0.0158,0.0131,0.0132,0.0195,0.0298,0.0488,-0.0168,-0.0148,-0.0123,-0.0105,-0.0089,-0.007,-0.0039,0.0006,0.005,0.0082,0.0097,0.0104,0.0109,0.0126,0.0161,0.0226,0.0061,0.0159,0.0203,0.0145,0.0128,0.0151,0.0248,0.0361,0.0348,0.0257,0.0122,0.0054,0.0045,0.0137,0.0275,0.0523,0.943,1.0631,0.9867,1.0631,1.0024,0.5929,3.8902,-1.0284,3.0427,-0.1021,1.9037,0.8429,-0.6264,1.5533,-1.1545,1.1576,0.9013,9.8593,11.698,1.129,0.805,-1.5115,1.272,-2.2811,0.0035,0.8512,0.7174,0.0156,187.54,0.0003,0.0021,0.0001,0.0021,0.0001,0.0001,0,0.0052,0.0041,0.0079,0.0001,0.0054,0.0001,1.7072,1.1411,-0.1652,-0.1228,0.65,51.083,2,2.8111,0.0665,0.06,1.9639,-0.001,0.1997,1.6724,72.868,59.69,99.225,0.8089,39.535,26.357
1,-0.0138,-0.0069,-0.0022,-0.0033,-0.0025,0.0005,0.0085,0.0186,0.0224,0.021,0.0158,0.0131,0.0132,0.0195,0.0298,0.0488,-0.0168,-0.0148,-0.0123,-0.0105,-0.0089,-0.007,-0.0039,0.0006,0.005,0.0082,0.0097,0.0104,0.0109,0.0126,0.0161,0.0226,0.0061,0.0159,0.0203,0.0145,0.0128,0.0151,0.0248,0.0361,0.0348,0.0257,0.0122,0.0054,0.0045,0.0137,0.0275,0.0523,0.9557,1.0631,0.9867,1.0631,1.0024,0.6578,4.1551,-1.258,3.7855,-0.2076,2.0484,0.7874,-0.6264,1.4904,-1.1858,1.1402,0.9122,10.63,13.501,1.054,0.8265,-3.2157,0.5737,-2.343,0.0035,0.8522,0.7209,0.0039,210.73,0.0003,0.0009,0.0001,0.0011,0.0001,0.0001,0,0.0059,0.0041,0.0079,0.0001,0.0054,0.0001,1.3396,1.6791,0.1723,0.1141,0.65,43.163,2,3.2702,0.1451,0.0919,2.7808,-0.001,0.4895,1.5795,72.779,59.66,99.016,0.7762,39.356,26.237
1,0.0134,0.0071,-0.0082,-0.0289,-0.0305,-0.0305,-0.027,-0.0272,-0.035,-0.0438,-0.0399,-0.0261,-0.0037,0.0202,0.0308,0.0363,0.0198,0.0172,0.0121,0.0039,-0.003,-0.0085,-0.0122,-0.0152,-0.0191,-0.0241,-0.0272,-0.027,-0.0224,-0.0138,-0.0049,0.0033,-0.0128,-0.0202,-0.0407,-0.0657,-0.055,-0.0441,-0.0297,-0.024,-0.0316,-0.0395,-0.0254,0.0019,0.0373,0.0681,0.0714,0.0659,0.875,1.0705,0.9867,1.0612,0.9977,-2.9297,10.882,-0.7116,2.125,-0.3499,1.0672,0.176,-0.0856,3.3333,-1.6199,1.3197,0.9726,10.425,59.216,1.1228,0.3469,-5.3188,1.2801,-38.675,0.0005,0.8424,0.7339,0.0313,183.41,-0.0001,-0.002,0,0.0012,0,-0.0002,0,0.0011,0.0013,-0.0005,0,-0.0005,0,0.2506,2.0305,0.8651,0.88,0.8625,36.018,2,2.0664,0.2902,0.3754,2.0903,-0.0025,7.8227,0.4725,78.427,65.288,104.71,3.0735,39.417,26.278
0,-0.0032,-0.0016,-0.0004,-0.0002,0,-0.0071,-0.0094,-0.0118,-0.0128,-0.0135,-0.0138,-0.0059,-0.0005,0.0085,0.0195,0.0295,-0.0083,-0.0069,-0.0056,-0.0045,-0.0036,-0.0043,-0.0053,-0.0066,-0.0079,-0.009,-0.0099,-0.0091,-0.0074,-0.0042,0.0005,0.0063,0.0101,0.0106,0.0105,0.0087,0.0072,-0.0055,-0.008,-0.0104,-0.0099,-0.0089,-0.0077,0.0064,0.0138,0.0255,0.038,0.0464,0.9291,1.028,0.987,1.022,1.0007,-0.0918,4.1108,-0.6234,2.2771,-1.4032,4.1581,1.6111,-0.0588,4.7222,-0.1724,1.4696,0.9724,10.056,6.2414,2.2928,0.4475,-0.4274,13,-3.4483,0.0025,1,0.5329,0.0625,23.179,0.0004,0.0028,0,0.0037,0,0.0006,0,0.0009,0.0003,0.0025,0,0,0,0.8169,0.7508,0.0092,0.0117,0.5833,2.3952,1,0.4504,0.5619,0.2801,0.1602,-0.001,0.1663,0.8196,62.441,54.643,78.037,5.5556,23.393,15.596
0,0.0113,0.0098,0.0086,0.0099,0.0084,0.0095,0.0087,0.0104,0.0108,0.0126,0.013,0.0132,0.0108,0.0088,0.0104,0.0114,0.0124,0.0119,0.0113,0.011,0.0105,0.0103,0.01,0.0101,0.0102,0.0107,0.0111,0.0116,0.0114,0.0109,0.0108,0.0109,-0.0024,-0.0042,-0.0054,-0.0022,-0.0041,-0.0015,-0.0025,0.0007,0.0012,0.0038,0.0037,0.0033,-0.0012,-0.0041,-0.0008,0.001,0.9808,1.028,0.987,1.0245,1.0001,-0.1779,1.5703,1.3947,3.951,0.5049,0.9875,0.9648,-0.3636,0.4839,-0.1824,1.1755,0.9362,2.7566,2.8571,1.9521,1,0,2.6246,0,0.001,1,0.9888,0.002,24.075,0.0004,0.0002,0,0.0002,0,0,0,0.0016,0.0008,0.0015,0,0.0005,0,0.6529,0.6648,0.0035,0.0053,0.8583,5.8324,1,88.586,0.0113,0.9422,60.059,-0.001,0.6218,2.7462,71.165,60.103,93.288,0,33.185,22.123
0,0.0098,0.0086,0.0099,0.0084,0.0095,0.0087,0.0104,0.0108,0.0126,0.013,0.0132,0.0108,0.0088,0.0104,0.0114,0.0146,0.0119,0.0113,0.011,0.0105,0.0103,0.01,0.0101,0.0102,0.0107,0.0111,0.0116,0.0114,0.0109,0.0108,0.0109,0.0116,-0.0042,-0.0054,-0.0022,-0.0041,-0.0015,-0.0025,0.0007,0.0012,0.0038,0.0037,0.0033,-0.0012,-0.0041,-0.0008,0.001,0.0058,0.9327,1.028,0.987,1.0245,1.0001,-0.3136,1.7272,1.3683,3.8707,0.5164,0.9985,0.8129,-0.3636,0.4825,-0.2158,1.0988,0.9641,4.883,6.0072,1.2575,1,0,1.2573,0,0.001,0.9937,1,0.0002,42.772,0.0001,0.0001,0,0,0,0,0,0.0016,0.0012,0.0015,0,0.0005,0,0.7702,1.0059,0.1214,0.1373,0.8583,8.1882,0,1,0,0.3471,1.3373,-1.0245,65.333,1.6531,71.054,60.066,93.03,0,32.963,21.976
0,0.0084,0.0095,0.0087,0.0104,0.0108,0.0126,0.013,0.0132,0.0108,0.0088,0.0104,0.0114,0.0146,0.0168,0.0224,0.0289,0.0105,0.0103,0.01,0.0101,0.0102,0.0107,0.0111,0.0116,0.0114,0.0109,0.0108,0.0109,0.0116,0.0127,0.0146,0.0175,-0.0041,-0.0015,-0.0025,0.0007,0.0012,0.0038,0.0037,0.0033,-0.0012,-0.0041,-0.0008,0.001,0.0058,0.0083,0.0155,0.0228,0.9621,1.0295,0.987,1.0295,1,0.3442,1.4529,-1.0559,2.4891,0.2813,2.9329,0.3269,-0.7317,0.4946,-1.107,1.3677,0.7309,1.345,4.1144,1.5919,1,0,0.7961,0,0.0005,0.7436,0.9848,0.5,28.557,0,0,0,0.0001,0,0,0,0.001,0.0009,0.001,0,0.0005,0,0.6826,1.1611,0.217,0.2192,0.875,10.546,1,65.032,0.0154,0.5702,62.53,-0.0005,0.8446,1.723,72.272,60.473,95.872,0,35.4,23.6
0,0.0084,0.0095,0.0087,0.0104,0.0108,0.0126,0.013,0.0132,0.0108,0.0088,0.0104,0.0114,0.0146,0.0168,0.0224,0.0289,0.0105,0.0103,0.01,0.0101,0.0102,0.0107,0.0111,0.0116,0.0114,0.0109,0.0108,0.0109,0.0116,0.0127,0.0146,0.0175,-0.0041,-0.0015,-0.0025,0.0007,0.0012,0.0038,0.0037,0.0033,-0.0012,-0.0041,-0.0008,0.001,0.0058,0.0083,0.0155,0.0228,0.9953,1.03,0.987,1.03,1.0003,-0.625,1.7789,-1.4256,4.3447,0.7103,2.8529,0.1626,-0.7317,0.4039,-1.8182,1.277,0.7973,1.4581,8.9697,1.6689,1,0,0.9754,0,0.001,0.9913,0.9495,0.125,37.906,0,0.001,0.0001,0.0002,0,-0.0002,0,0.001,0.0009,0.0015,0,0.0005,0,0.6094,1.0608,0.1337,0.1391,0.875,9.3737,1,1.2506,0.0426,0.0439,7.9041,-0.001,1.1116,0.6994,72.383,60.51,96.131,0,35.621,23.748
1,0.0704,0.0653,0.0606,0.0546,0.0668,0.0916,0.1411,0.1862,0.2131,0.2309,0.2478,0.2686,0.3018,0.3212,0.3359,0.3675,0.1202,0.1092,0.0995,0.0905,0.0858,0.087,0.0978,0.1155,0.135,0.1542,0.1729,0.1921,0.214,0.2354,0.2555,0.2779,-0.0996,-0.0878,-0.0778,-0.0718,-0.0379,0.0093,0.0866,0.1415,0.1562,0.1535,0.1498,0.1531,0.1756,0.1714,0.1607,0.1791,0.9456,1.0335,0.9761,1.0335,1.0049,-1.1591,4.867,-0.9338,2.1164,-0.1862,1.7738,0.1789,-0.2424,1.7368,-2.3529,1.2157,0.9477,8.0526,45,1.3529,0.5817,-1.1852,2.8421,-18.823,0.0075,1,0.7436,0.5,27.428,0.0017,0.0063,0.0003,0.005,0.0002,0.0003,0,0.0061,0.0021,0.01,0.0001,0.0025,0,0.5183,1.6749,0.6039,0.4831,0.6042,17.89,1,28.097,0.0127,0.1846,1.9167,-0.0027,2.3366,0.1241,64.497,54.356,84.779,1.5263,30.423,20.282
1,0.2131,0.2309,0.2478,0.2686,0.3018,0.3212,0.3359,0.3675,0.4718,0.5642,0.5966,0.6231,0.6456,0.6599,0.6563,0.6501,0.135,0.1542,0.1729,0.1921,0.214,0.2354,0.2555,0.2779,0.3167,0.3662,0.4123,0.4544,0.4927,0.5261,0.5522,0.5717,0.1562,0.1535,0.1498,0.1531,0.1756,0.1714,0.1607,0.1791,0.3103,0.3959,0.3686,0.3374,0.3059,0.2675,0.2084,0.1567,0.9484,1.0415,0.9761,1.0384,1.0011,-0.2241,1.8096,-1.4999,7.197,0.4422,2.3999,0.3586,-0.8125,1.1034,-2.5,1.1778,0.8556,6.2069,17.308,1.3333,0.7444,-0.7667,2.069,-4.4231,0.0012,0.7273,0.6604,0.25,32.268,-0.0002,0.0012,0.0001,0.0013,0.0001,-0.0002,0,0,0.0004,0.0012,0,0.0012,0.0001,0.5721,0.9188,0.1051,0.1327,0.6375,9.9429,0,1,0,0.1804,4.0041,-0.0009,0.9997,0,64.207,54.26,84.102,1.2069,29.843,19.895
1,0.2478,0.2686,0.3018,0.3212,0.3359,0.3675,0.4718,0.5642,0.5966,0.6231,0.6456,0.6599,0.6563,0.6501,0.6433,0.6491,0.1729,0.1921,0.214,0.2354,0.2555,0.2779,0.3167,0.3662,0.4123,0.4544,0.4927,0.5261,0.5522,0.5717,0.5861,0.5987,0.1498,0.1531,0.1756,0.1714,0.1607,0.1791,0.3103,0.3959,0.3686,0.3374,0.3059,0.2675,0.2084,0.1567,0.1146,0.1008,0.8782,1.0468,0.9761,1.0468,1.0028,-1.2172,3.4794,0.9358,2.5259,0.2512,0.6257,0.3022,-0.1043,12.419,-4.2857,1.8267,0.9137,15.022,49.679,1.5799,0.4536,-0.9421,8.7117,-27.143,0.0071,1,0.9234,0.25,24.936,0.0015,0.0039,0.0001,0.0035,0.0001,0.0009,0,0.0053,0.0025,0.0084,0.0001,0.0041,0.0002,0.5474,0.9705,0.139,0.169,0.6458,17.092,0,1,0,0.0265,1.503,-0.0021,0.428,0.0965,65.238,54.603,86.508,8.2073,31.905,21.27
1,0.0083,0.003,-0.0187,-0.0434,-0.0687,-0.0917,-0.1143,-0.1522,-0.2145,-0.2608,-0.2607,-0.2679,-0.2586,-0.2196,-0.1786,-0.0711,0.0017,0.002,-0.0022,-0.0104,-0.0221,-0.036,-0.0517,-0.0718,-0.1003,-0.1324,-0.1581,-0.18,-0.1958,-0.2005,-0.1962,-0.1711,0.0131,0.0021,-0.033,-0.066,-0.0933,-0.1115,-0.1253,-0.1609,-0.2284,-0.2568,-0.2052,-0.1758,-0.1257,-0.0382,0.035,0.2001,0.8527,1.0772,0.9761,1.0668,0.9989,0.171,2.1709,0.0978,1.6664,-0.5579,1.5628,0.9499,-0.2609,6.6092,-1.816,1.2734,0.9287,24.175,25.462,1.1521,0.0886,-5.99,3.6782,-23.206,0.0088,1,0.1431,0.25,37.704,0.0018,0.0001,0,-0.0086,-0.0001,0.0004,0,0.0108,0.0071,0.0123,0.0001,0.0035,0.0001,0.9392,0.3289,-0.487,-1.0095,0.9292,14.977,2,0.2188,1.4276,0.0477,0.0626,-0.0001,0.5877,0.1905,73.424,60.242,99.788,12.069,39.546,26.364
1,-0.0687,-0.0917,-0.1143,-0.1522,-0.2145,-0.2608,-0.2607,-0.2679,-0.2586,-0.2196,-0.1786,-0.0711,0.0292,0.1313,0.2018,0.2636,-0.0221,-0.036,-0.0517,-0.0718,-0.1003,-0.1324,-0.1581,-0.18,-0.1958,-0.2005,-0.1962,-0.1711,-0.1311,-0.0786,-0.0225,0.0347,-0.0933,-0.1115,-0.1253,-0.1609,-0.2284,-0.2568,-0.2052,-0.1758,-0.1257,-0.0382,0.035,0.2001,0.3205,0.4198,0.4487,0.4578,0.4716,1.0773,0.9761,1.0728,1.0012,0.315,1.3436,-0.7443,1.8545,-1.0199,2.7502,2.3193,-0.9692,3.523,-1.472,1.0862,0.9164,40.867,17.617,1.0836,0.9894,-0.127,3.4146,-0.1869,0.0009,0.5928,0.6056,0.0078,135.17,0,-0.0001,0,-0.0004,0,0.0001,0,-0.001,-0.0006,-0.0005,0,-0.0015,0,1.1019,0.8289,-0.127,-0.1266,0.9458,33.803,1,14.332,0.0698,0.1039,0,1.0728,0,1.7294,73.835,60.379,100.75,0.271,40.368,26.912
0,0.0922,0.0784,0.0666,0.1013,0.1298,0.1482,0.1442,0.1473,0.1545,0.1632,0.1809,0.2023,0.2319,0.2444,0.2515,0.2677,0.1629,0.146,0.1301,0.1244,0.1255,0.13,0.1328,0.1357,0.1395,0.1442,0.1516,0.1617,0.1757,0.1895,0.2019,0.215,-0.1414,-0.1353,-0.127,-0.0461,0.0086,0.0363,0.0226,0.0232,0.0301,0.0379,0.0586,0.0811,0.1122,0.1099,0.0992,0.1053,0.8,1.0322,0.9971,1.0311,1.0008,0.8191,2.2268,0.1911,1.1798,0.0981,2.2308,2.511,-1.8,0.9574,-0.6861,1.274,0.5068,3.4945,1.3913,1.4316,-0.0822,-2.5071,1.5084,-1.5056,0.0013,0.8904,0.306,0.0313,15.219,0.0007,0.0021,0.0001,0.0047,0.0001,-0.0008,0,0.002,0.0008,0.0024,0,0.0013,0,5.167,0.7444,-1.2971,-0.6748,0.0542,4.0179,1,0.715,0.2089,0.0771,0.0795,-0.0005,0.0453,1.3535,50,50,50,2.5371,0,0
